City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
283,Tulsipur,NP,28.131,82.2973,81.07,85,100,3.29,overcast clouds
284,Alta Floresta,BR,-9.8756,-56.0861,100.47,17,3,4.88,clear sky
285,Hoi An,VN,15.8794,108.335,82.36,88,99,6.64,overcast clouds
286,Kushmurun,KZ,52.4503,64.6311,72.54,33,21,1.79,few clouds
287,Palembang,ID,-2.9167,104.7458,75.06,96,100,3.15,light rain
288,Kaitangata,NZ,-46.2817,169.8464,41.58,88,62,5.82,broken clouds
289,Jacareacanga,BR,-6.2222,-57.7528,94.95,36,48,4.97,scattered clouds
290,Cidreira,BR,-30.1811,-50.2056,62.37,82,91,7.34,overcast clouds
291,Kitui,KE,-1.367,38.0106,68.65,60,99,13.15,overcast clouds
292,Makakilo City,US,21.3469,-158.0858,75.52,77,40,3.44,scattered clouds
293,Ternate,ID,0.8,127.4,79.59,79,36,2.21,scattered clouds
294,Nara,JP,34.6851,135.8049,74.48,90,56,2.17,broken clouds
295,Saskylakh,RU,71.9167,114.0833,47.73,69,3,7.2,clear sky
296,Komsomolskiy,UZ,40.4272,71.7189,79.52,24,20,6.91,few clouds
297,Novyy Urgal,RU,51.0736,132.5642,56.48,95,9,0.47,clear sky
298,Manakara,MG,-22.1333,48.0167,62.76,80,16,3.24,few clouds
299,Rizhao,CN,35.4275,119.4553,73.44,87,1,2.68,light rain
300,Kirakira,SB,-10.4544,161.9205,78.13,88,84,12.26,broken clouds
301,Valparaiso,CL,-33.0393,-71.6273,54.52,82,90,10.36,mist
302,Merauke,ID,-8.4667,140.3333,76.53,84,92,15.37,overcast clouds
303,Sitka,US,57.0531,-135.33,53.49,76,75,5.75,light rain
304,Pucallpa,PE,-8.3791,-74.5539,86.04,66,40,4.61,scattered clouds
305,Mbandaka,CD,0.0487,18.2603,80.58,56,45,1.9,scattered clouds
306,Nuuk,GL,64.1835,-51.7216,47.01,100,90,5.75,fog
307,Baherden,TM,38.4362,57.4316,80.83,12,0,7.2,clear sky
308,Sinnamary,GF,5.3833,-52.95,77.88,86,96,9.55,heavy intensity rain
309,Waycross,US,31.2136,-82.354,87.85,62,40,4.61,light rain
310,Gavle,SE,60.6745,17.1417,63.95,80,65,9.04,broken clouds
311,Zaterechnyy,RU,44.7931,45.2097,78.31,68,100,5.28,light rain
312,Yambio,SS,4.5721,28.3955,69.64,87,100,2.28,overcast clouds
313,Shiyan,CN,32.6475,110.7781,72.7,95,78,2.48,light rain
314,Kamaishi,JP,39.2667,141.8833,64.89,90,98,5.75,overcast clouds
315,Samarai,PG,-10.6167,150.6667,78.21,85,74,17.27,broken clouds
316,Abnub,EG,27.2696,31.1511,97.02,15,0,11.97,clear sky
317,Honiara,SB,-9.4333,159.95,76.69,89,61,5.57,broken clouds
318,Xilagani,GR,40.9833,25.4167,85.39,55,0,7.25,clear sky
319,Inhambane,MZ,-23.865,35.3833,66.18,77,75,0.0,broken clouds
320,Souillac,MU,-20.5167,57.5167,66.58,82,40,11.5,light rain
321,Muros,ES,42.7762,-9.0603,81.23,60,0,15.55,clear sky
322,Zapadnaya Dvina,RU,56.259,32.0745,62.22,84,98,4.79,overcast clouds
323,Yar-Sale,RU,66.8333,70.8333,54.91,69,98,19.13,overcast clouds
324,Aykhal,RU,66.0,111.5,51.71,86,100,3.22,overcast clouds
325,Tshela,CD,-4.9833,12.9333,82.04,60,86,5.93,overcast clouds
326,Nevelsk,RU,46.6733,141.8633,48.63,90,87,4.72,overcast clouds
327,Palafrugell,ES,41.9174,3.1631,95.07,87,13,1.01,few clouds
328,Ormond Beach,US,29.2858,-81.0559,91.17,59,40,11.5,scattered clouds
329,Doka,SD,13.5167,35.7667,76.08,84,100,5.86,overcast clouds
330,Matamoros,MX,25.5333,-103.25,83.1,45,20,0.0,few clouds
331,Verkhoyansk,RU,67.5447,133.385,47.91,78,100,3.27,overcast clouds
332,Lata,PT,40.1629,-8.3327,94.05,31,0,9.28,clear sky
333,Garowe,SO,8.4054,48.4845,84.2,41,98,19.98,overcast clouds
334,Tono,JP,39.3167,141.5333,60.01,95,75,1.95,broken clouds
335,Bethel,US,41.3712,-73.414,79.81,56,1,3.44,clear sky
336,Corinth,GR,37.9407,22.9573,86.63,34,0,4.38,clear sky
337,Moussoro,TD,13.6408,16.4901,88.11,49,78,6.42,broken clouds
338,Dudinka,RU,69.4058,86.1778,58.53,95,99,17.6,overcast clouds
339,Primero De Marzo,PY,-25.153,-56.928,76.91,33,1,1.43,clear sky
340,Northam,GB,51.0333,-4.2167,67.12,92,89,11.3,overcast clouds
341,Dunnville,CA,42.9001,-79.6163,75.22,48,74,8.59,broken clouds
342,New Plymouth,NZ,-39.0667,174.0833,44.31,86,96,10.6,overcast clouds
343,Filingue,NE,14.3521,3.3168,93.7,39,25,4.23,scattered clouds
344,Pocone,BR,-16.2567,-56.6228,101.25,17,1,1.07,clear sky
345,Sao Sebastiao,BR,-23.76,-45.4097,73.29,74,8,8.32,clear sky
346,Mahebourg,MU,-20.4081,57.7,66.49,82,40,11.5,scattered clouds
347,Kankon,IN,15.0167,74.0167,78.46,83,98,6.73,overcast clouds
348,Aras,ES,42.5617,-2.356,80.71,42,0,10.36,clear sky
349,Kingsland,US,30.8,-81.6898,90.14,58,98,7.23,overcast clouds
350,Freeport,US,40.6576,-73.5832,83.1,53,1,1.01,clear sky
351,Chumikan,RU,54.7183,135.315,62.89,81,87,10.87,overcast clouds
352,Namatanai,PG,-3.6667,152.4333,78.85,83,67,5.1,light rain
353,Iqaluit,CA,63.7506,-68.5145,44.33,93,90,5.75,light rain
354,Kiunga,PG,-6.1219,141.2906,74.5,97,99,3.8,moderate rain
355,Bereda,ES,43.2686,-7.5406,75.42,66,1,7.49,clear sky
356,Aschersleben,DE,51.75,11.4667,80.83,49,100,5.73,overcast clouds
357,La Roda,ES,39.2167,-2.15,104.79,13,58,28.63,broken clouds
358,Shimoda,JP,34.6667,138.95,71.73,93,100,13.38,overcast clouds
359,Zhovtneve,UA,50.6637,24.2492,79.05,51,3,2.8,clear sky
360,Pochutla,MX,15.7432,-96.4661,89.82,54,99,4.34,overcast clouds
361,Soma,TR,39.1855,27.6094,86.95,40,0,15.57,clear sky
362,Bathsheba,BB,13.2167,-59.5167,86.61,74,20,12.66,few clouds
363,Sandwick,GB,60.0,-1.25,51.62,82,75,4.61,broken clouds
364,Roald,NO,62.5833,6.1333,62.17,77,75,11.5,broken clouds
365,Yazman,PK,29.1212,71.7446,98.65,28,0,7.23,clear sky
366,Siuna,NI,13.7332,-84.7773,84.76,66,74,2.91,broken clouds
367,Jian,CN,27.1172,114.9793,77.0,96,100,0.13,moderate rain
368,Clyde River,CA,70.4692,-68.5914,43.03,93,75,3.44,broken clouds
369,Gouloure,BF,12.2306,-1.9289,83.93,65,100,7.7,overcast clouds
370,Puerto Quijarro,BO,-17.7833,-57.7667,97.83,19,0,3.33,clear sky
371,Lasa,IT,46.6166,10.7002,85.91,75,84,2.46,broken clouds
372,Guasdualito,VE,7.2424,-70.7324,82.2,72,82,4.54,broken clouds
373,Callaway,US,30.153,-85.5699,89.98,66,1,4.0,clear sky
374,Luanda,AO,-8.8368,13.2343,72.54,83,4,18.86,clear sky
375,Asau,RO,46.4333,26.4,85.75,62,65,2.15,broken clouds
376,Visaginas,LT,55.6,26.4167,61.65,84,71,6.87,broken clouds
377,Bahia Blanca,AR,-38.7196,-62.2724,67.03,26,60,14.27,broken clouds
378,Kahului,US,20.8947,-156.47,74.46,89,20,11.5,light rain
379,Pisco,PE,-13.7,-76.2167,65.01,77,90,8.05,mist
380,Tautira,PF,-17.7333,-149.15,71.62,76,3,9.4,clear sky
381,Pozo Colorado,PY,-23.4923,-58.7972,84.96,24,2,0.74,clear sky
382,Beringovskiy,RU,63.05,179.3167,47.17,98,100,10.71,moderate rain
383,Boende,CD,-0.2167,20.8667,81.97,58,46,0.94,scattered clouds
384,Mount Isa,AU,-20.7333,139.5,67.77,32,0,11.5,clear sky
385,Lyndon,US,38.2567,-85.6016,75.65,76,90,5.99,overcast clouds
386,Poli,TZ,-3.3333,36.8,63.66,54,81,12.5,broken clouds
387,Linjiang,CN,41.8069,126.9078,61.66,98,92,1.28,overcast clouds
388,Raudeberg,NO,61.9875,5.1352,57.87,93,100,5.01,overcast clouds
389,Coos Bay,US,43.3665,-124.2179,62.58,82,75,0.0,broken clouds
390,Thompson,CA,55.7435,-97.8558,75.36,50,20,17.27,few clouds
391,Shache,CN,38.4167,77.2406,74.61,25,92,17.25,overcast clouds
392,Moron,AR,-34.6534,-58.6198,64.02,68,4,1.01,clear sky
393,Maceio,BR,-9.6658,-35.7353,81.84,65,75,14.97,broken clouds
394,Grand Gaube,MU,-20.0064,57.6608,66.6,75,58,17.6,moderate rain
395,Sao Felix Do Xingu,BR,-6.6447,-51.995,100.92,17,28,3.29,scattered clouds
396,Saint-Augustin,CA,51.226,-58.6502,65.32,96,100,2.17,overcast clouds
397,Jardim,BR,-21.4803,-56.1381,90.97,24,5,5.12,clear sky
398,Port Macquarie,AU,-31.4333,152.9167,46.36,64,1,9.86,clear sky
399,High Rock,BS,26.6208,-78.2833,86.02,68,97,14.0,overcast clouds
400,Witu,KE,-2.3889,40.4382,77.16,83,4,14.2,clear sky
401,Voi,KE,-3.3945,38.563,71.35,68,82,13.18,broken clouds
402,Olafsvik,IS,64.8945,-23.7142,54.34,85,99,12.35,overcast clouds
403,Olinda,BR,-8.0089,-34.8553,78.53,61,40,16.11,scattered clouds
404,Jumla,NP,29.2747,82.1838,61.23,88,77,1.61,broken clouds
405,Griffin,US,33.2468,-84.2641,83.19,74,75,4.61,broken clouds
406,Paka,MY,4.6374,103.4368,76.93,94,100,0.0,overcast clouds
407,Chalchihuites,MX,23.4833,-103.8833,70.16,48,65,8.63,broken clouds
408,Mackay,AU,-21.15,149.2,68.04,88,90,9.22,overcast clouds
409,Filimonovo,RU,56.2011,95.4611,55.53,76,76,3.94,broken clouds
410,Russell,US,32.3502,-85.1999,87.8,69,75,3.44,broken clouds
411,Yaan,NG,7.3833,8.5667,78.82,87,86,4.65,light rain
412,Kilrush,IE,52.6397,-9.4833,67.87,78,72,20.02,broken clouds
413,Horsham,GB,51.064,-0.3272,70.93,68,40,14.97,scattered clouds
414,Skelleftea,SE,64.7507,20.9528,62.01,63,20,5.75,few clouds
415,Greytown,ZA,-29.0642,30.5928,51.51,79,54,3.96,broken clouds
416,Henties Bay,NA,-22.116,14.2845,58.86,87,19,2.84,few clouds
417,Mpika,ZM,-11.8343,31.4529,62.73,48,44,5.39,scattered clouds
418,Magan,ES,39.9683,-3.931,108.82,7,14,24.4,few clouds
419,Assiniboia,CA,49.6334,-105.9845,80.51,28,76,8.05,broken clouds
420,Santa Cruz De La Palma,ES,28.6835,-17.7642,78.94,78,20,16.11,few clouds
421,Penticton,CA,49.4806,-119.5858,80.58,37,40,0.0,smoke
422,Iquitos,PE,-3.7481,-73.2472,86.04,70,75,4.61,broken clouds
423,Chicama,PE,-7.8447,-79.1469,63.14,60,75,9.95,broken clouds
424,Campoverde,PE,-8.4753,-74.8058,85.69,29,62,0.74,broken clouds
425,Niltepec,MX,16.5667,-94.6167,90.86,48,100,8.75,overcast clouds
426,Lixourion,GR,38.2019,20.4314,93.06,62,20,10.36,few clouds
427,Saint-Joseph,RE,-21.3667,55.6167,66.56,69,36,12.93,scattered clouds
428,Fagersta,SE,60.0042,15.7932,63.19,63,97,6.82,overcast clouds
429,Staunton,US,38.1496,-79.0717,73.17,76,90,0.0,overcast clouds
430,Emba,KZ,48.8264,58.1442,80.33,16,10,6.46,clear sky
431,Lahat,ID,-3.8,103.5333,73.6,89,100,2.46,overcast clouds
432,Tiarei,PF,-17.5333,-149.3333,71.62,74,1,8.08,clear sky
433,Phan Thiet,VN,10.9333,108.1,77.27,89,16,3.09,few clouds
434,Afikpo,NG,5.8931,7.9374,76.71,90,95,5.93,moderate rain
435,Ilulissat,GL,69.2167,-51.1,46.42,93,20,8.05,few clouds
436,Vallenar,CL,-28.5708,-70.7581,71.85,27,100,4.14,overcast clouds
437,Dryden,CA,49.7833,-92.7503,79.09,57,1,12.66,clear sky
438,Lubango,AO,-14.9172,13.4925,66.92,40,4,9.91,clear sky
439,Abu Samrah,SY,35.3029,37.1841,86.4,34,0,15.43,clear sky
440,Lucea,JM,18.451,-78.1736,87.85,70,58,6.93,broken clouds
441,Sola,VU,-13.8833,167.55,77.63,79,100,26.73,overcast clouds
442,Lagoa,PT,39.05,-27.9833,70.88,76,17,9.35,few clouds
443,Sinjar,IQ,36.3209,41.8754,94.44,14,0,5.88,clear sky
444,Catalina,US,32.5056,-110.9211,85.71,71,97,3.6,overcast clouds
445,Pinillos,CO,8.9193,-74.4677,89.98,56,97,0.87,overcast clouds
446,Yumen,CN,40.2833,97.2,82.13,25,25,18.32,scattered clouds
447,Omboue,GA,-1.5746,9.2618,77.49,79,85,10.78,overcast clouds
448,Bindura,ZW,-17.3019,31.3306,63.36,46,2,10.11,clear sky
449,Anzio,IT,41.4853,12.6179,96.31,57,0,9.35,clear sky
450,Portsmouth,GB,50.799,-1.0913,69.35,75,56,7.0,broken clouds
451,Lubumbashi,CD,-11.6609,27.4794,69.31,35,0,4.88,clear sky
452,Palmer,US,42.1584,-72.3287,79.93,48,75,1.01,broken clouds
453,Flinders,AU,-34.5833,150.8552,58.24,48,0,5.99,clear sky
454,Asia,PH,9.5506,122.5164,79.25,81,85,3.04,overcast clouds
455,Cedar City,US,37.6775,-113.0619,84.4,33,1,5.75,clear sky
456,Sao Filipe,CV,14.8961,-24.4956,76.03,77,50,4.76,scattered clouds
457,Virginia Beach,US,36.8529,-75.978,89.1,66,40,6.91,scattered clouds
458,Kabare,CD,-2.4683,28.8242,66.78,56,61,1.48,broken clouds
459,Kulhudhuffushi,MV,6.6221,73.07,82.31,76,87,16.51,overcast clouds
460,General Pico,AR,-35.6566,-63.7568,66.72,28,40,14.45,scattered clouds
461,Elayirampannai,IN,9.2667,77.8333,84.65,59,100,12.82,overcast clouds
462,Hasilpur,PK,29.7122,72.5553,95.65,29,0,5.97,clear sky
463,Aktau,KZ,43.65,51.2,79.38,49,0,7.67,clear sky
464,Manresa,ES,41.725,1.8266,97.14,48,2,8.99,clear sky
465,Bilibino,RU,68.0546,166.4372,40.86,90,100,3.65,overcast clouds
466,Ellensburg,US,46.9965,-120.5479,83.17,36,1,11.5,clear sky
467,Boyolangu,ID,-8.1181,111.8935,73.62,94,34,3.04,scattered clouds
468,Ribeira Grande,PT,38.5167,-28.7,79.2,65,20,6.91,few clouds
469,Jalu,LY,29.0331,21.5482,93.69,17,0,11.95,clear sky
470,Auki,SB,-8.7676,160.7034,76.55,90,84,5.23,broken clouds
471,Bengkulu,ID,-3.8004,102.2655,76.12,90,100,3.69,moderate rain
472,Praia Da Vitoria,PT,38.7333,-27.0667,75.45,78,75,6.91,broken clouds
473,Manay,PH,7.215,126.5397,77.86,80,93,5.28,overcast clouds
474,Geraldton,AU,-28.7667,114.6,55.81,58,0,5.75,clear sky
475,Carballo,ES,43.213,-8.691,76.08,81,6,9.01,clear sky
476,Opuwo,NA,-18.0607,13.84,75.9,24,0,8.52,clear sky
477,Marrakesh,MA,31.6315,-8.0083,113.07,9,40,5.75,scattered clouds
478,Tirumullaivasal,IN,11.2333,79.8333,83.08,70,100,11.68,overcast clouds
479,Tsabong,BW,-26.0217,22.401,68.34,33,0,7.07,clear sky
480,Nieuwpoort,BE,51.1244,2.7735,73.92,73,75,17.27,broken clouds
481,Hay River,CA,60.8156,-115.7999,58.98,82,75,8.05,broken clouds
482,Ivybridge,GB,50.3904,-3.9191,67.82,87,100,14.67,overcast clouds
483,Verkhnyaya Toyma,RU,62.2349,44.9985,61.05,96,100,9.04,light rain
484,Acarau,BR,-2.8856,-40.12,84.61,60,51,14.9,broken clouds
485,Tigil,RU,57.8,158.6667,50.09,93,48,7.43,scattered clouds
486,Fecamp,FR,49.7579,0.3746,71.46,74,80,12.08,broken clouds
487,Vanderhoof,CA,54.0166,-124.0198,71.15,49,100,13.76,overcast clouds
488,Havre,FR,49.5833,0.3333,71.49,77,75,11.5,broken clouds
489,Urumqi,CN,43.801,87.6005,63.55,72,0,0.0,clear sky
490,Hambantota,LK,6.1241,81.1185,80.01,78,99,18.41,overcast clouds
491,Gutierrez Zamora,MX,20.45,-97.0833,88.86,54,22,8.3,few clouds
492,Wharton,US,29.3116,-96.1027,90.77,62,1,3.44,clear sky
493,Marawi,PH,7.9986,124.2928,67.64,95,28,2.04,scattered clouds
494,Ancud,CL,-41.8697,-73.8203,44.42,92,100,16.15,heavy intensity rain
495,Dmytrivka,UA,45.9717,28.9864,80.11,34,0,6.67,clear sky
496,Rio Grande,BR,-32.035,-52.0986,59.11,71,39,3.91,scattered clouds
497,Manicore,BR,-5.8092,-61.3003,85.95,70,75,5.75,broken clouds
498,Manado,ID,1.487,124.8455,75.97,94,20,1.14,few clouds
499,Cairns,AU,-16.9167,145.7667,68.11,90,40,8.05,scattered clouds
500,Alice Springs,AU,-23.7,133.8833,47.75,37,0,0.0,clear sky
501,Iralaya,HN,15.0,-83.2333,87.89,63,42,7.74,scattered clouds
502,Jiazi,CN,22.8779,116.067,80.94,88,13,5.91,few clouds
503,Arman,RU,59.7,150.1667,56.75,96,95,4.03,overcast clouds
504,Svolvaer,NO,68.2342,14.5683,57.49,76,75,9.22,broken clouds
505,Indramayu,ID,-6.3264,108.32,80.94,73,21,9.91,few clouds
506,Vostok,RU,46.4856,135.8833,54.41,89,43,3.29,scattered clouds
507,Mocuba,MZ,-16.8392,36.9856,68.36,73,94,6.33,overcast clouds
508,Sal Rei,CV,16.1833,-22.9167,86.2,54,75,18.41,broken clouds
509,Geilo,NO,60.5333,8.2076,53.69,66,100,3.09,light rain
510,Kwinana,AU,-32.25,115.7667,61.14,74,0,1.99,clear sky
511,Masterton,NZ,-40.9597,175.6575,52.77,80,76,7.83,broken clouds
512,Somerset,US,40.5668,-74.5496,83.7,48,1,1.99,clear sky
513,Buala,SB,-8.145,159.5921,79.83,83,83,7.67,light rain
514,Egvekinot,RU,66.3167,-179.1667,40.6,74,18,4.32,few clouds
515,Tambun,ID,-6.2641,107.0712,80.49,77,76,5.7,broken clouds
516,Teixoso,PT,40.3145,-7.4576,101.19,10,4,8.75,clear sky
517,Margate,GB,51.3813,1.3862,73.9,55,12,3.0,few clouds
518,Vytegra,RU,61.0064,36.4481,59.67,88,94,7.52,overcast clouds
519,Tromso,NO,69.6496,18.957,57.85,76,75,13.8,broken clouds
520,Miguel Hidalgo,MX,19.4225,-99.2028,67.93,54,28,5.35,scattered clouds
521,Kungurtug,RU,50.5994,97.5228,57.74,94,100,1.92,overcast clouds
522,Dzaoudzi,YT,-12.7887,45.2699,76.89,73,20,4.61,few clouds
523,La Ligua,CL,-32.4524,-71.2311,51.58,67,100,4.63,overcast clouds
524,Kaseda,JP,31.4167,130.3167,78.67,88,91,5.55,overcast clouds
525,Mbala,ZM,-8.8402,31.3659,68.32,40,47,10.0,scattered clouds
526,Loubomo,CG,-4.1997,12.6739,80.06,62,91,7.61,overcast clouds
527,Chimbote,PE,-9.0853,-78.5783,67.53,74,94,11.1,overcast clouds
528,Los Llanos De Aridane,ES,28.6585,-17.9182,74.95,78,20,16.11,few clouds
529,Suba,PH,10.8438,121.0102,82.67,74,80,1.54,broken clouds
530,Impfondo,CG,1.6381,18.0667,77.13,73,88,1.59,light rain
531,Krasnystaw,PL,50.9846,23.1742,77.2,71,50,3.8,scattered clouds
532,Iracoubo,GF,5.4802,-53.2011,75.25,89,100,9.42,moderate rain
533,Tianpeng,CN,30.9866,103.9393,72.07,85,100,5.08,overcast clouds
534,Waddan,LY,29.1614,16.139,92.59,18,0,11.99,clear sky
535,Vila Velha,BR,-20.3297,-40.2925,75.15,69,40,12.66,scattered clouds
536,Pangkalanbuun,ID,-2.6833,111.6167,74.82,98,51,2.89,broken clouds
537,Talnakh,RU,69.4865,88.3972,55.71,87,100,19.01,light rain
538,Pindiga,NG,9.9833,10.9333,76.26,84,94,4.52,moderate rain
539,Matca,RO,45.85,27.5333,82.92,28,0,11.39,clear sky
540,Port Lincoln,AU,-34.7333,135.8667,55.45,69,53,11.9,broken clouds
541,Sosva,RU,59.1766,61.8558,66.25,62,66,4.5,broken clouds
542,Kaeo,NZ,-35.1,173.7833,49.32,77,7,3.11,clear sky
543,Drumheller,CA,51.4617,-112.7101,76.5,59,92,4.61,overcast clouds
544,Delcevo,MK,41.9672,22.7694,83.3,23,0,6.08,clear sky
545,Okhotsk,RU,59.3833,143.3,56.41,96,62,3.44,broken clouds
546,Pimentel,PE,-6.8367,-79.9342,71.89,76,75,5.01,broken clouds
547,Trairi,BR,-3.2778,-39.2689,87.22,53,54,14.07,broken clouds
548,Salinopolis,BR,-0.6136,-47.3561,84.06,70,20,8.28,few clouds
549,Mayo,US,38.8876,-76.5119,82.72,62,1,7.0,clear sky
550,Paamiut,GL,61.994,-49.6678,45.09,99,100,6.08,light rain
551,Balabac,PH,7.9868,117.0645,82.8,77,82,10.22,broken clouds
552,Gorey,IE,52.6747,-6.2925,65.71,80,98,8.55,overcast clouds
553,Fare,PF,-16.7,-151.0167,78.42,73,1,10.6,clear sky
554,La Rioja,ES,42.25,-2.5,95.04,48,0,7.76,clear sky
555,Lakes Entrance,AU,-37.8811,147.981,58.17,57,84,20.02,broken clouds
556,Kysyl-Syr,RU,63.8986,122.7617,48.94,93,82,2.3,broken clouds
557,Kalianget,ID,-7.05,113.9333,80.65,77,5,14.92,clear sky
558,Goma,CD,-1.6792,29.2228,66.24,62,94,3.69,overcast clouds
559,Byron Bay,AU,-28.65,153.6167,62.55,71,67,4.68,broken clouds
560,Port-Gentil,GA,-0.7193,8.7815,82.36,69,20,13.8,few clouds
561,Turukhansk,RU,65.8167,87.9833,61.27,92,100,14.61,light rain
562,Saquarema,BR,-22.92,-42.5103,73.54,70,48,11.45,scattered clouds
563,Perivolion,GR,39.4206,20.0147,90.95,70,0,3.83,clear sky
564,Wad Rawah,SD,15.1603,33.1397,91.51,38,19,10.51,few clouds
565,Vanimo,PG,-2.6741,141.3028,77.14,90,59,5.41,broken clouds
566,Atikokan,CA,48.7555,-91.6216,86.43,30,15,11.92,few clouds
567,Ust-Kulom,RU,61.6864,53.6902,64.45,65,90,7.27,overcast clouds
568,Sakakah,SA,29.9697,40.2064,101.77,15,0,12.26,clear sky
569,Salalah,OM,17.0151,54.0924,77.09,94,90,6.91,overcast clouds
570,Hofn,IS,64.2539,-15.2082,55.42,82,75,5.75,broken clouds
